Id,SalePrice
1461,122556.94377510039
1462,153422.7576974565
1463,181644.031510658
1464,184165.21055651177
1465,198760.9598393574
1466,185967.78561866513
1467,177836.26506024096
1468,178097.4408108625
1469,169779.34939759035
1470,118239.22496044786
1471,187929.6987951807
1472,96219.27710843373
1473,96958.75645438897
1474,150300.0
1475,136274.09638554216
1476,442519.686746988
1477,265670.1084337349
1478,323481.47389558237
1479,268869.2262955566
1480,434008.9759036145
1481,313704.1325301205
1482,213051.9518072289
1483,170248.20682730922
1484,162555.99598393575
1485,172685.53012048194
1486,203190.25377701278
1487,335754.9156626506
1488,257773.72690763054
1489,220338.0361445783
1490,192389.00803212853
1491,191920.77022375213
1492,89766.40253320977
1493,190493.7751004016
1494,295030.1204819277
1495,267092.578313253
1496,200408.02409638555
1497,157780.34939759035
1498,150891.61044176706
1499,149614.18072289156
1500,153076.85542168675
1501,174749.9386115892
1502,149618.25702811245
1503,313181.686746988
1504,250844.10843373495
1505,203885.63855421686
1506,167938.91279403327
1507,216138.53012048194
1508,199212.6265060241
1509,163744.45281124496
1510,141390.10052650791
1511,137693.24698567713
1512,155212.7258445547
1513,151617.62765347102
1514,149196.9347389558
1515,187187.09236947793
1516,153128.09638554216
1517,157448.8223874519
1518,125068.91779527924
1519,217580.37751004015
1520,134459.8546059716
1521,139163.73628166263
1522,164513.65735669955
1523,123773.32270257501
1524,115184.0923694779
1525,120271.9900471451
1526,131357.97801595993
1527,92817.3623725672
1528,135919.578313253
1529,140288.42158038827
1530,172757.96458561518
1531,136619.19277108434
1532,101757.95180722892
1533,130361.24847876352
1534,128499.09638554217
1535,161327.27710843374
1536,114168.13310384395
1537,68370.01204819277
1538,219646.6265060241
1539,226405.3012048193
1540,109547.59036144578
1541,147390.68674698795
1542,140686.39904060686
1543,211148.4578313253
1544,80445.18072289156
1545,108015.30047462578
1546,128077.91164658636
1547,140960.2409638554
1548,135590.27710843374
1549,109356.64265854628
1550,136193.43016510486
1551,107347.95180722892
1552,140048.6265060241
1553,163046.2409638554
1554,117095.07228915663
1555,166763.58462421113
1556,102204.36746987952
1557,105082.97590361445
1558,103850.99139414802
1559,106920.3795180723
1560,149891.1485943775
1561,129380.78815261043
1562,125196.72458803086
1563,117535.95126060648
1564,145564.65076623508
1565,160025.01044176705
1566,214182.1204819277
1567,75021.8909925416
1568,205354.2168674699
1569,146781.5867916109
1570,138881.2530892802
1571,138334.3498438197
1572,143166.24603910142
1573,244427.5903614458
1574,103528.57142857143
1575,190049.23694779119
1576,202168.19277108434
1577,210579.99899598391
1578,146964.67871485942
1579,138324.6987951807
1580,191575.49244597438
1581,149314.3373493976
1582,122168.63814702875
1583,280019.6213425129
1584,241949.8313253012
1585,138817.06827309236
1586,77678.18145308507
1587,122509.51414353064
1588,147808.0517078567
1589,109196.98795180723
1590,136014.09376636983
1591,116123.78313253012
1592,124096.1234939759
1593,117355.99397590362
1594,172197.5060240964
1595,136942.4779116466
1596,227093.43775100404
1597,162399.07630522086
1598,208080.7951807229
1599,204548.19277108434
1600,189910.2409638554
1601,63816.385542168675
1602,99557.3092369478
1603,92585.69076305222
1604,265812.2228915663
1605,250850.7772265533
1606,169517.24745134384
1607,184936.14457831325
1608,207585.87148594382
1609,202999.36144578314
1610,158497.71485943775
1611,155920.53918756256
1612,169687.98170459617
1613,164879.47568049977
1614,104271.72690763052
1615,90906.59036144578
1616,83887.4578313253
1617,85487.95180722892
1618,127204.18918285017
1619,130977.54350736279
1620,173607.02409638555
1621,149270.6288818277
1622,148866.6746987952
1623,244005.0200803213
1624,191930.36144578314
1625,126201.80722891567
1626,172741.75614546097
1627,182771.0289926495
1628,271296.6234686646
1629,180907.0797475617
1630,320073.2530120482
1631,240870.0843373494
1632,243762.9518072289
1633,171806.6947791165
1634,183856.77758653663
1635,173952.90241199228
1636,166480.12966150316
1637,186650.52323580036
1638,222548.65060240965
1639,188275.30120481926
1640,269695.6947791165
1641,183110.32128514058
1642,215231.02409638555
1643,235514.859437751
1644,254232.7048192771
1645,183371.256454389
1646,153585.08521651672
1647,160516.63226331898
1648,136937.95314441528
1649,143399.4179160638
1650,116590.76754007844
1651,126931.31719374786
1652,95676.07573149742
1653,98443.54561101549
1654,153470.88353413652
1655,140356.28112449797
1656,153300.74010327022
1657,152927.88353413652
1658,150458.34939759035
1659,135328.7951807229
1660,148427.4549777925
1661,425616.3734939759
1662,447283.9156626506
1663,362320.5180722892
1664,432997.8795180723
1665,330366.1646586346
1666,270318.4391469622
1667,361391.0120481928
1668,339456.3574297189
1669,294061.6706827309
1670,351879.7771084337
1671,251740.63855421686
1672,424928.686746988
1673,323580.1445783133
1674,259135.6686746988
1675,183157.81927710844
1676,190429.2248995984
1677,207183.63855421686
1678,422270.7831325301
1679,310633.3803786575
1680,345138.9678714859
1681,297101.3253012048
1682,273489.9277108434
1683,175285.44578313254
1684,168134.86144578314
1685,173402.4153036076
1686,165302.23493975904
1687,171389.81325301205
1688,187440.34599938215
1689,192921.65576592082
1690,188666.17210016536
1691,177954.80123207762
1692,258875.17080085046
1693,171182.1686746988
1694,179984.22655122657
1695,173122.18215720024
1696,289587.7108433735
1697,173536.1580608147
1698,336335.3734939759
1699,284874.7469879518
1700,243045.65060240965
1701,272898.4096385542
1702,259461.0
1703,279845.2289156627
1704,262231.6104417671
1705,245137.9518072289
1706,399156.44578313257
1707,211299.65461847393
1708,217994.156626506
1709,294513.4819277108
1710,217128.843373494
1711,256133.81854691496
1712,269536.3614457831
1713,250969.42771084336
1714,213116.19678714863
1715,189675.74760580785
1716,188536.6767068273
1717,166916.9317269076
1718,158051.32185886404
1719,208744.40361445784
1720,255605.89156626505
1721,174951.6265060241
1722,152998.8703532077
1723,155576.5854152934
1724,210563.26907630524
1725,234923.46069994263
1726,190187.01204819276
1727,165871.437751004
1728,189627.44979919677
1729,171190.3453815261
1730,160494.31325301205
1731,126206.76417166778
1732,119057.93670924297
1733,121160.31096818349
1734,132879.3413093367
1735,132688.29681362814
1736,113919.22233589702
1737,320978.8192771084
1738,221568.25616752723
1739,275456.9759036145
1740,182852.36144578314
1741,174539.19277108434
1742,173025.8955823293
1743,176980.02008032126
1744,291216.4337349398
1745,231036.3734939759
1746,298355.578313253
1747,226757.22891566265
1748,227963.0
1749,156874.171686747
1750,152436.30950916396
1751,262409.6024096386
1752,118887.03378151476
1753,152753.8012048193
1754,219742.9518072289
1755,163917.7452667814
1756,117098.04715101003
1757,117976.86843615062
1758,131722.83419391853
1759,163388.9076305221
1760,153370.73034997133
1761,158731.44310575636
1762,168105.20080321285
1763,159031.7871485944
1764,118782.79716038912
1765,165557.22891566265
1766,169155.0
1767,205200.843373494
1768,137987.99799196786
1769,156862.34136546182
1770,145247.7041499331
1771,129582.03445217076
1772,144017.32469271022
1773,133204.00172117038
1774,133373.8759482374
1775,130586.0
1776,124529.7951807229
1777,101251.5748709122
1778,127756.93227020635
1779,126022.59036144576
1780,185478.66666666666
1781,121017.06827309239
1782,99582.01817797506
1783,130469.3373493976
1784,93427.51807228915
1785,107198.79332715477
1786,141237.27710843374
1787,169674.43373493975
1788,63495.7108433735
1789,98901.18072289157
1790,71544.413080895
1791,177231.65060240965
1792,156975.65440652348
1793,129598.7528816565
1794,139904.49069003286
1795,143451.5105580788
1796,141765.36432046726
1797,116021.68674698795
1798,131084.0304468391
1799,108194.50401606424
1800,136969.33535427676
1801,138416.16164658635
1802,153327.15508186593
1803,156241.7670682731
1804,132834.66121629375
1805,139205.5533319047
1806,120588.1044176707
1807,141679.297188755
1808,130181.56626506025
1809,131020.70074415307
1810,154239.7590361446
1811,121283.44578313253
1812,113296.94779116467
1813,124614.60691135471
1814,78773.41365461847
1815,59352.132530120485
1816,96814.859437751
1817,103155.9578313253
1818,135452.88009179576
1819,125618.85943775099
1820,64140.75903614458
1821,126519.7951807229
1822,141360.8479632817
1823,66831.43373493975
1824,145113.3012048193
1825,155784.14457831325
1826,93290.35376671521
1827,105165.507456399
1828,141978.71485943775
1829,87428.12542477602
1830,135153.156626506
1831,180083.1325301205
1832,119559.95180722892
1833,133891.44578313254
1834,134420.27831325302
1835,163660.72289156626
1836,131705.22891566265
1837,78585.65585418597
1838,138170.73092369476
1839,81965.421686747
1840,169896.78441543953
1841,145426.13043733375
1842,89145.0421686747
1843,149013.48007414272
1844,140857.24035271522
1845,171383.74939759035
1846,157054.89354442942
1847,170578.95421686745
1848,57097.156626506025
1849,134291.97590361445
1850,128251.04034971049
1851,171184.23038307074
1852,125375.52065404475
1853,128303.08187294635
1854,158770.6907630522
1855,161608.63855421686
1856,217607.98795180724
1857,179322.671686747
1858,140837.4016064257
1859,120572.58795180722
1860,147389.91768502584
1861,123061.26767068273
1862,297033.8313253012
1863,279317.2048192771
1864,279317.2048192771
1865,344207.265060241
1866,326936.5502008032
1867,253968.39759036145
1868,287620.9156626506
1869,190225.2128514056
1870,251331.65060240965
1871,241233.06236711552
1872,169573.1187327086
1873,218086.92771084336
1874,138477.60592241088
1875,191729.2168674699
1876,191705.2048192771
1877,191753.0590935169
1878,212140.1626506024
1879,131563.78454996456
1880,127682.39728662549
1881,218891.21485943775
1882,286469.091222031
1883,195849.39089692102
1884,223526.9569707401
1885,255423.76517836054
1886,276706.4497991968
1887,174417.6204819277
1888,256183.26506024096
1889,171807.92819277107
1890,129246.02173399481
1891,145692.13593504456
1892,112283.97801733248
1893,125208.68473895582
1894,126043.9734812265
1895,147485.55064703256
1896,130286.31440045898
1897,123342.1686746988
1898,127133.43373493975
1899,130154.77911646588
1900,153404.26506024096
1901,150736.7751004016
1902,126188.96385542168
1903,233826.5060240964
1904,125970.57515777396
1905,166076.578313253
1906,164716.81927710844
1907,193007.53012048194
1908,110310.84337349398
1909,125466.26506024097
1910,121427.7108433735
1911,199216.8674698795
1912,276644.8915662651
1913,142063.7917383821
1914,83223.85542168675
1915,330595.7951807229
1916,73076.28112449798
1917,251443.54733218584
1918,142310.10613884105
1919,164610.79306235933
1920,168093.08612226683
1921,372094.8112449799
1922,304323.72489959834
1923,215454.0481927711
1924,189979.89156626505
1925,229760.1044176707
1926,343219.0401606426
1927,144147.5028318402
1928,160100.2761044177
1929,128006.35007428983
1930,143776.29919678715
1931,131895.89138508923
1932,152415.71087647293
1933,168899.3012048193
1934,175689.37063408704
1935,177328.63811289112
1936,186682.27194492254
1937,194784.2130426468
1938,166275.6626506024
1939,260781.2891566265
1940,198544.0923694779
1941,178148.13737782967
1942,191751.02409638555
1943,198897.26907630524
1944,310573.6385542169
1945,346938.74096385535
