Id,SalePrice
1461,134145.84482999495
1462,166892.18693401827
1463,177208.85650037322
1464,208675.39141367702
1465,206749.58826307533
1466,196535.39992150594
1467,192544.06705863425
1468,181129.15718878806
1469,211972.97320970916
1470,104055.28557354468
1471,198988.24124539294
1472,117274.83060638304
1473,84547.66774042929
1474,145394.2465843798
1475,137160.47711793985
1476,327337.94503251393
1477,247322.0503353416
1478,286874.20617531403
1479,273433.96753346757
1480,364349.1973714873
1481,287412.27213170263
1482,228554.63635898358
1483,189544.06483846297
1484,184905.74876169208
1485,202113.69936065166
1486,228502.51998632355
1487,297830.4922503431
1488,265497.77729598666
1489,204585.5219896827
1490,227107.29720569332
1491,224070.93270132528
1492,99660.12846449576
1493,212148.0506571827
1494,274607.0117173181
1495,262125.72083829483
1496,214817.12048015068
1497,186196.29420252843
1498,159516.94224518398
1499,159251.3195794213
1500,141735.84846542776
1501,159955.7607925129
1502,150214.00212570047
1503,270458.8555599407
1504,258094.97059309203
1505,227562.0579395746
1506,188294.6001637564
1507,248525.79482888896
1508,205947.5396452148
1509,155297.78620960214
1510,124926.1989992694
1511,131575.51342831715
1512,165578.66444453644
1513,178875.91559699015
1514,131070.53622638178
1515,222274.198543726
1516,167775.72805745155
1517,174938.31243218458
1518,127324.89488829696
1519,225609.372375238
1520,119497.80403827503
1521,125176.07342635212
1522,185159.51918977965
1523,98955.84663892793
1524,124985.84018680546
1525,110362.25477488386
1526,84897.23204098549
1527,81367.25223525055
1528,162471.6635914666
1529,119670.41348810098
1530,237449.08445252385
1531,127144.7379709289
1532,105014.5880258847
1533,139121.71015877626
1534,142502.94083844963
1535,167865.76189424866
1536,105640.30948813958
1537,17546.996512676822
1538,193512.46301518986
1539,223363.44553839765
1540,124884.13050232944
1541,149217.67483529006
1542,143186.67731101415
1543,208830.5715524822
1544,68553.14656548249
1545,138372.33587860363
1546,132551.44042457733
1547,145026.1402886277
1548,153123.2615893348
1549,123964.92631901684
1550,112418.63869952387
1551,125510.54858201579
1552,126817.06478614034
1553,171941.27696060855
1554,134003.537765875
1555,175504.64265140076
1556,80321.32185490569
1557,70311.99988588202
1558,101628.56843969622
1559,71290.74440121301
1560,117905.88727086387
1561,119027.72735730419
1562,118539.07129950984
1563,121013.80002832552
1564,140569.98805807903
1565,141515.33207540913
1566,255633.67184555368
1567,55226.407198905945
1568,209895.90849239053
1569,93769.48036561487
1570,151510.01785984822
1571,132681.82127172803
1572,137827.93404843123
1573,260163.49412052822
1574,118747.14742219378
1575,243816.03808498452
1576,231486.64522422268
1577,212611.91559915082
1578,135883.73941233451
1579,130444.68610869208
1580,220252.90418221173
1581,147115.08811165183
1582,111857.52975899214
1583,279316.6458945079
1584,249403.6581599475
1585,152918.05859422986
1586,55645.62294889544
1587,114144.69804530311
1588,146958.31664168183
1589,105627.42377764918
1590,141136.28249918227
1591,81352.0387191081
1592,125959.34299590206
1593,132681.97736153775
1594,162164.41691953153
1595,126488.64706785139
1596,217308.75115593732
1597,163323.52387819346
1598,208831.03279204108
1599,205877.05079861893
1600,198261.4615312484
1601,23271.571091064485
1602,133735.85325283417
1603,54232.460903499275
1604,249810.5219303856
1605,256933.14660530956
1606,176194.55898468592
1607,178429.82130144513
1608,218071.14162000222
1609,212822.6647818163
1610,163667.77912283666
1611,160805.35211734404
1612,173326.79921688233
1613,182930.27019515424
1614,126563.61608177633
1615,75669.47264431557
1616,54652.08179596462
1617,66224.65728293825
1618,119425.24783862312
1619,154655.29370089504
1620,180280.1646986578
1621,138076.42200387223
1622,136640.21381272608
1623,259677.34686515154
1624,208274.62518386054
1625,132802.48147302843
1626,167619.94200994447
1627,199726.44686134416
1628,279854.3826387881
1629,208214.92682160623
1630,325576.68432626664
1631,221386.85077404696
1632,236201.78947306098
1633,201397.22885311628
1634,191775.3434483565
1635,181758.43809866905
1636,170174.37458782527
1637,192053.3917333905
1638,230415.9428306399
1639,211510.58285351866
1640,280925.5808296858
1641,201413.45564536378
1642,231278.5008126516
1643,249575.24386346783
1644,255389.61336585484
1645,218681.4499617524
1646,157739.8432258952
1647,176983.51800318365
1648,136191.28204643307
1649,124799.89293910773
1650,96618.65718385926
1651,107110.06049087923
1652,108681.55484551517
1653,112573.45062995073
1654,149312.8973725678
1655,149378.2106253265
1656,136031.5514947537
1657,150809.40857687895
1658,142064.28012711345
1659,147488.8555434812
1660,140821.34104743158
1661,349645.3547389554
1662,336298.07175669004
1663,310374.28716286086
1664,395394.9414705315
1665,296245.1637578239
1666,276899.15398951643
1667,299051.1891485434
1668,294577.6688779043
1669,285120.7880982
1670,297466.5786495677
1671,253074.03766147536
1672,342013.86229085154
1673,289207.04036756256
1674,257274.9944799631
1675,188661.602297039
1676,192562.305435939
1677,212623.73573587206
1678,372004.6494574719
1679,297401.9911450001
1680,288022.2043776144
1681,258213.40538516873
1682,273854.24790622946
1683,207050.69063034514
1684,215241.77223456907
